"name","pname","version","patches","system","out","outputs","store_path","cpe","purl","urls","pname_meta","version_meta","meta_homepage","meta_unfree","meta_description","meta_license_short","meta_license_spdxid","meta_maintainers_email"
"linux-headers-6.7","linux-headers","6.7","/nix/store/69lyjyca86317hdsc1rwf3ahn7s5kiyn-no-relocs.patch","aarch64-linux","/nix/store/73v852n2mi4bmlxf6qznzhi1irpvl73f-linux-headers-6.7","['/nix/store/73v852n2mi4bmlxf6qznzhi1irpvl73f-linux-headers-6.7']","/nix/store/zrdz1avb1p0npjh3vc4yc8byl0vj04i1-linux-headers-6.7.drv","cpe:2.3:a:linux-headers:linux-headers:6.7:*:*:*:*:*:*:*","pkg:nix/linux-headers@6.7","","linux-headers","6.7","","False","Header files and scripts for Linux kernel","gpl2","GPL-2.0",""
"linux-keyutils-0.2.4","linux-keyutils-0.2.4","","","aarch64-linux","/nix/store/r5yzk2c9vbfjzmk3y1l7ir2f6zfy5xrp-linux-keyutils-0.2.4","['/nix/store/r5yzk2c9vbfjzmk3y1l7ir2f6zfy5xrp-linux-keyutils-0.2.4']","/nix/store/k2fa81sxdrrpkq3nrbp7cxjj8z8zm5li-linux-keyutils-0.2.4.drv","cpe:2.3:a:linux-keyutils-0.2.4:linux-keyutils-0.2.4::*:*:*:*:*:*:*","pkg:nix/linux-keyutils-0.2.4","","","","","","","","",""
"linux-pam-1.6.0","linux-pam","1.6.0","/nix/store/05xa64r8d25jxypns4z5p0lir16azi12-suid-wrapper-path.patch /nix/store/7xnsgwi9pzfyr92d5ic8hvb28yms575b-pam_namespace-stdint.h.patch","aarch64-linux","/nix/store/4rdpzzfssknp4k4cn59wc7xcdiyv9j53-linux-pam-1.6.0","['/nix/store/4rdpzzfssknp4k4cn59wc7xcdiyv9j53-linux-pam-1.6.0']","/nix/store/3zv3g3ib1bk5fyz3az2zx147vzcxxm55-linux-pam-1.6.0.drv","cpe:2.3:a:linux-pam:linux-pam:1.6.0:*:*:*:*:*:*:*","pkg:nix/linux-pam@1.6.0","","linux-pam","1.6.0","http://www.linux-pam.org/","False","Pluggable Authentication Modules, a flexible mechanism for authenticating user","bsd3","BSD-3-Clause",""
"linux-raw-sys-0.3.8","linux-raw-sys-0.3.8","","","aarch64-linux","/nix/store/9l4407jkrzd26ikmiywak54pbdcz8s8l-linux-raw-sys-0.3.8","['/nix/store/9l4407jkrzd26ikmiywak54pbdcz8s8l-linux-raw-sys-0.3.8']","/nix/store/nnbpkrmnbnbwivprnyh72379dyhabikl-linux-raw-sys-0.3.8.drv","cpe:2.3:a:linux-raw-sys-0.3.8:linux-raw-sys-0.3.8::*:*:*:*:*:*:*","pkg:nix/linux-raw-sys-0.3.8","","","","","","","","",""
"linux-raw-sys-0.4.14","linux-raw-sys-0.4.14","","","aarch64-linux","/nix/store/6cd19x0gnn4biqy3nnpngp82m73schjn-linux-raw-sys-0.4.14","['/nix/store/6cd19x0gnn4biqy3nnpngp82m73schjn-linux-raw-sys-0.4.14']","/nix/store/j2r3j99vm27rskara3k873lsc719ck6m-linux-raw-sys-0.4.14.drv","cpe:2.3:a:linux-raw-sys-0.4.14:linux-raw-sys-0.4.14::*:*:*:*:*:*:*","pkg:nix/linux-raw-sys-0.4.14","","","","","","","","",""
"llhttp-9.2.0","llhttp","9.2.0","","aarch64-linux","/nix/store/1h3hhicfrdd12vifz5qck6h052589ak9-llhttp-9.2.0","['/nix/store/1h3hhicfrdd12vifz5qck6h052589ak9-llhttp-9.2.0']","/nix/store/896w14ng5q3kc06sppdjk44396k7fxn8-llhttp-9.2.0.drv","cpe:2.3:a:llhttp:llhttp:9.2.0:*:*:*:*:*:*:*","pkg:nix/llhttp@9.2.0","","llhttp","9.2.0","https://llhttp.org/","False","Port of http_parser to llparse","mit","MIT",""
"llvm-17.0.6","llvm","17.0.6","/nix/store/vi1d228rs5g4if79sdicq20rzqzpb8id-gnu-install-dirs.patch /nix/store/jh2pda7psaasq85b2rrigmkjdbl8d0a1-llvm-lit-cfg-add-libs-to-dylib-path.patch /nix/store/lzwpi2h5bwgjl91d7csfcm5vvrz88bf9-lit-shell-script-runner-set-dyld-library-path.patch /nix/store/rcdzyb4rkml4hhjdg3xbscipaz94v3jk-gnu-install-dirs-polly.patch /nix/store/gr73nf6sca9nyzl88x58y3qxrav04yhd-polly-lit-cfg-add-libs-to-dylib-path.patch","aarch64-linux","/nix/store/5jicpfk2gm487ipc0d6159yj5gkhmawf-llvm-17.0.6","['/nix/store/5jicpfk2gm487ipc0d6159yj5gkhmawf-llvm-17.0.6']","/nix/store/qwfpnw6wx1nkqwvbsja85mg2mi8iwyla-llvm-17.0.6.drv","cpe:2.3:a:llvm:llvm:17.0.6:*:*:*:*:*:*:*","pkg:nix/llvm@17.0.6","","llvm","17.0.6","https://llvm.org/","False","A collection of modular and reusable compiler and toolchain technologies","ncsa","NCSA","w@wdtz.org;John.Ericson@Obsidian.Systems;jason@oconal.id.au;dev.primeos@gmail.com;hi@alyssa.is;ryan@lahfa.xyz;rrbutani+nix@gmail.com;sternenseemann@systemli.org"
"llvm-src-17.0.6","llvm-src-17.0.6","","","aarch64-linux","/nix/store/fqi2kqwbpjbjkph3l4lgy7sd4qihga2f-llvm-src-17.0.6","['/nix/store/fqi2kqwbpjbjkph3l4lgy7sd4qihga2f-llvm-src-17.0.6']","/nix/store/qnkz6sy7f2lb6wkbwr2zwsxd4c6hif9m-llvm-src-17.0.6.drv","cpe:2.3:a:llvm-src-17.0.6:llvm-src-17.0.6::*:*:*:*:*:*:*","pkg:nix/llvm-src-17.0.6","","","","","","","","",""
"llvmCcAndBintools","llvmCcAndBintools","","","aarch64-linux","/nix/store/5s60gy2b9wrj4cj3hgmhkljq6grirhkj-llvmCcAndBintools","['/nix/store/5s60gy2b9wrj4cj3hgmhkljq6grirhkj-llvmCcAndBintools']","/nix/store/hbdpaa374hsp3yg8hms1clfgxjcwkpxi-llvmCcAndBintools.drv","cpe:2.3:a:llvmCcAndBintools:llvmCcAndBintools::*:*:*:*:*:*:*","pkg:nix/llvmCcAndBintools","","","","","","","","",""
"lndir-1.0.4","lndir","1.0.4","","aarch64-linux","/nix/store/04w4cj6wjdbahrv27l0sx4wz0h8idqgz-lndir-1.0.4","['/nix/store/04w4cj6wjdbahrv27l0sx4wz0h8idqgz-lndir-1.0.4']","/nix/store/0aq9157rx1parifsa3a5dq31y7c0vrcm-lndir-1.0.4.drv","cpe:2.3:a:lndir:lndir:1.0.4:*:*:*:*:*:*:*","pkg:nix/lndir@1.0.4","","lndir","1.0.4","","False","","","",""
"lndir-1.0.4.tar.xz","lndir-1.0.4.tar.xz","","","aarch64-linux","/nix/store/j3ppf0rsxw9lz6ij0rixhg5wl527w8w5-lndir-1.0.4.tar.xz","['/nix/store/j3ppf0rsxw9lz6ij0rixhg5wl527w8w5-lndir-1.0.4.tar.xz']","/nix/store/ldcbcjjjyl113885z7l1l78gfdvrksyc-lndir-1.0.4.tar.xz.drv","cpe:2.3:a:lndir-1.0.4.tar.xz:lndir-1.0.4.tar.xz::*:*:*:*:*:*:*","pkg:nix/lndir-1.0.4.tar.xz","mirror://xorg/individual/util/lndir-1.0.4.tar.xz","","","","","","","",""
"locale-binary-path.patch","locale-binary-path.patch","","","aarch64-linux","/nix/store/79n802m1haxmxfl5i96hdvywpj8q7lk3-locale-binary-path.patch","['/nix/store/79n802m1haxmxfl5i96hdvywpj8q7lk3-locale-binary-path.patch']","/nix/store/ibjvh4m31drjgrrkvjsdrcba2q7m7a5d-locale-binary-path.patch.drv","cpe:2.3:a:locale-binary-path.patch:locale-binary-path.patch::*:*:*:*:*:*:*","pkg:nix/locale-binary-path.patch","","","","","","","","",""
"locales-setup-hook.sh","locales-setup-hook.sh","","","aarch64-linux","/nix/store/d4hl1avyygb9i34lpk1j3wsxjcfcmpin-locales-setup-hook.sh","['/nix/store/d4hl1avyygb9i34lpk1j3wsxjcfcmpin-locales-setup-hook.sh']","/nix/store/2xa69kpr53crylgkcp91q882nq4wky15-locales-setup-hook.sh.drv","cpe:2.3:a:locales-setup-hook.sh:locales-setup-hook.sh::*:*:*:*:*:*:*","pkg:nix/locales-setup-hook.sh","","","","","","","","",""
"locales-setup-hook.sh","locales-setup-hook.sh","","","aarch64-linux","/nix/store/5v4pbxqzcql5a9vxq50avd6zpr2abfcg-locales-setup-hook.sh","['/nix/store/5v4pbxqzcql5a9vxq50avd6zpr2abfcg-locales-setup-hook.sh']","/nix/store/nmvgf1gg91xnlq8ssqca2a1vahxb4gvm-locales-setup-hook.sh.drv","cpe:2.3:a:locales-setup-hook.sh:locales-setup-hook.sh::*:*:*:*:*:*:*","pkg:nix/locales-setup-hook.sh","","","","","","","","",""
"lock_api-0.4.12","lock_api-0.4.12","","","aarch64-linux","/nix/store/ancysmaihc63jp49m689v6sln72iz65y-lock_api-0.4.12","['/nix/store/ancysmaihc63jp49m689v6sln72iz65y-lock_api-0.4.12']","/nix/store/8r5iwinkl1d5b9nwvp90qk3yr1v4m9v7-lock_api-0.4.12.drv","cpe:2.3:a:lock_api-0.4.12:lock_api-0.4.12::*:*:*:*:*:*:*","pkg:nix/lock_api-0.4.12","","","","","","","","",""
"lodepng-3.10.1","lodepng-3.10.1","","","aarch64-linux","/nix/store/mx2d6h6g61y0bvp4d79zqr2jnj6jcadj-lodepng-3.10.1","['/nix/store/mx2d6h6g61y0bvp4d79zqr2jnj6jcadj-lodepng-3.10.1']","/nix/store/w5zynx0l1bi4493sffbsgsq114cdr2gf-lodepng-3.10.1.drv","cpe:2.3:a:lodepng-3.10.1:lodepng-3.10.1::*:*:*:*:*:*:*","pkg:nix/lodepng-3.10.1","","","","","","","","",""
"log-0.4.21","log-0.4.21","","","aarch64-linux","/nix/store/hvkalimpjscw6x4l29gzbqipckqg6c01-log-0.4.21","['/nix/store/hvkalimpjscw6x4l29gzbqipckqg6c01-log-0.4.21']","/nix/store/ywghc2r6769q56xc2krfv32msw3r4fx3-log-0.4.21.drv","cpe:2.3:a:log-0.4.21:log-0.4.21::*:*:*:*:*:*:*","pkg:nix/log-0.4.21","","","","","","","","",""
"logos-0.13.0","logos-0.13.0","","","aarch64-linux","/nix/store/2m4j8a9zgzhsc9rwf1ln6qsv93i7wj8l-logos-0.13.0","['/nix/store/2m4j8a9zgzhsc9rwf1ln6qsv93i7wj8l-logos-0.13.0']","/nix/store/qxa5v0g7q2xz668k5fpjrhlbwaay3r7b-logos-0.13.0.drv","cpe:2.3:a:logos-0.13.0:logos-0.13.0::*:*:*:*:*:*:*","pkg:nix/logos-0.13.0","","","","","","","","",""
"logos-0.14.0","logos-0.14.0","","","aarch64-linux","/nix/store/9625p4wyfiz4li667mqil9xhm49syizl-logos-0.14.0","['/nix/store/9625p4wyfiz4li667mqil9xhm49syizl-logos-0.14.0']","/nix/store/n3ibds7xa69wcva3xh9g7c09bxlj623f-logos-0.14.0.drv","cpe:2.3:a:logos-0.14.0:logos-0.14.0::*:*:*:*:*:*:*","pkg:nix/logos-0.14.0","","","","","","","","",""
"logos-codegen-0.13.0","logos-codegen-0.13.0","","","aarch64-linux","/nix/store/kah0yi5w4r5mgwar5n789blf2jbxfvf1-logos-codegen-0.13.0","['/nix/store/kah0yi5w4r5mgwar5n789blf2jbxfvf1-logos-codegen-0.13.0']","/nix/store/r0avq9nad8wyf81nfzwr7wl13mb7kc6n-logos-codegen-0.13.0.drv","cpe:2.3:a:logos-codegen-0.13.0:logos-codegen-0.13.0::*:*:*:*:*:*:*","pkg:nix/logos-codegen-0.13.0","","","","","","","","",""
"logos-codegen-0.14.0","logos-codegen-0.14.0","","","aarch64-linux","/nix/store/m98xkga18jnj25qz7rcy31d3zaz1g63n-logos-codegen-0.14.0","['/nix/store/m98xkga18jnj25qz7rcy31d3zaz1g63n-logos-codegen-0.14.0']","/nix/store/1b4y1swxi9vqsdd0v2sijisbn61hl3yb-logos-codegen-0.14.0.drv","cpe:2.3:a:logos-codegen-0.14.0:logos-codegen-0.14.0::*:*:*:*:*:*:*","pkg:nix/logos-codegen-0.14.0","","","","","","","","",""
"logos-derive-0.13.0","logos-derive-0.13.0","","","aarch64-linux","/nix/store/6dg4h8agfp37ppg4ayb850y2j97ndhzi-logos-derive-0.13.0","['/nix/store/6dg4h8agfp37ppg4ayb850y2j97ndhzi-logos-derive-0.13.0']","/nix/store/c6b62vw50xs1mgi9zilnwwjcldbjazd0-logos-derive-0.13.0.drv","cpe:2.3:a:logos-derive-0.13.0:logos-derive-0.13.0::*:*:*:*:*:*:*","pkg:nix/logos-derive-0.13.0","","","","","","","","",""
"logos-derive-0.14.0","logos-derive-0.14.0","","","aarch64-linux","/nix/store/ix7n6ywf68k5lqfm71jkmsa2ivyrj6z3-logos-derive-0.14.0","['/nix/store/ix7n6ywf68k5lqfm71jkmsa2ivyrj6z3-logos-derive-0.14.0']","/nix/store/klgfkgir1gn188nw3lyqsawrchp2x0qk-logos-derive-0.14.0.drv","cpe:2.3:a:logos-derive-0.14.0:logos-derive-0.14.0::*:*:*:*:*:*:*","pkg:nix/logos-derive-0.14.0","","","","","","","","",""
"lru-0.12.3","lru-0.12.3","","","aarch64-linux","/nix/store/v0hsmdqpywqv4gzqd99lgyyphba8clxp-lru-0.12.3","['/nix/store/v0hsmdqpywqv4gzqd99lgyyphba8clxp-lru-0.12.3']","/nix/store/idw4mpcg1q79z82ckmy383f0h58rfgsi-lru-0.12.3.drv","cpe:2.3:a:lru-0.12.3:lru-0.12.3::*:*:*:*:*:*:*","pkg:nix/lru-0.12.3","","","","","","","","",""
"lvm2-2.03.23","lvm2","2.03.23","/nix/store/fhxwxayspbh8wsnnawigxqmkz4r9cjl9-fix-blkdeactivate.patch /nix/store/s6w1agmgysghcfmfr80wn78cgrimkwib-fix-stdio-usage.patch /nix/store/ciyvl9z6i03drsi4hf7aya9wag0gj5fg-fix-static.patch","aarch64-linux","/nix/store/5imy12mikwx1jg0qcwrcds4qs1dhi4pl-lvm2-2.03.23","['/nix/store/5imy12mikwx1jg0qcwrcds4qs1dhi4pl-lvm2-2.03.23']","/nix/store/7y3y1ywlrrmvwyxiz6bmr35xpnrl32q2-lvm2-2.03.23.drv","cpe:2.3:a:lvm2:lvm2:2.03.23:*:*:*:*:*:*:*","pkg:nix/lvm2@2.03.23","","lvm2","2.03.23","http://sourceware.org/lvm2/","False","Tools to support Logical Volume Management (LVM) on Linux","gpl2;bsd2;lgpl21","GPL-2.0;BSD-2-Clause;LGPL-2.1","7c6f434c@mail.ru;nix@ajs124.de;janne@hess.ooo"
"lz4-1.24.0","lz4-1.24.0","","","aarch64-linux","/nix/store/41j0miss1qsvkiiryfls5vzhpynkci3d-lz4-1.24.0","['/nix/store/41j0miss1qsvkiiryfls5vzhpynkci3d-lz4-1.24.0']","/nix/store/w61sng9c7i24r10i26kghqrysajq758h-lz4-1.24.0.drv","cpe:2.3:a:lz4-1.24.0:lz4-1.24.0::*:*:*:*:*:*:*","pkg:nix/lz4-1.24.0","","","","","","","","",""
"lz4-1.9.4","lz4","1.9.4","/nix/store/ikhp49vyvnxhkkip5ikjmqj1bddqfgz4-build-shared-no.patch","aarch64-linux","/nix/store/wcwqdhl9jpwgj1fdr0pw9dbaf5m43f17-lz4-1.9.4","['/nix/store/wcwqdhl9jpwgj1fdr0pw9dbaf5m43f17-lz4-1.9.4']","/nix/store/s5ncv76npkbv9l1k2dhrs79v0a77pg2n-lz4-1.9.4.drv","cpe:2.3:a:lz4:lz4:1.9.4:*:*:*:*:*:*:*","pkg:nix/lz4@1.9.4","","lz4","1.9.4","https://lz4.github.io/lz4/","False","Extremely fast compression algorithm","bsd2;gpl2Plus","BSD-2-Clause;GPL-2.0-or-later",""
"lz4-sys-1.9.4","lz4-sys-1.9.4","","","aarch64-linux","/nix/store/sk2f9p0aq43mhy8rjmjdgcdbf37dfcaa-lz4-sys-1.9.4","['/nix/store/sk2f9p0aq43mhy8rjmjdgcdbf37dfcaa-lz4-sys-1.9.4']","/nix/store/rhz6phgi8wrd1z68110q5kpjgwlwrcgr-lz4-sys-1.9.4.drv","cpe:2.3:a:lz4-sys-1.9.4:lz4-sys-1.9.4::*:*:*:*:*:*:*","pkg:nix/lz4-sys-1.9.4","","","","","","","","",""
"lzip-1.24.1","lzip","1.24.1","","aarch64-linux","/nix/store/x28ssv9vv1y1bggc51la94ynlna2rkls-lzip-1.24.1","['/nix/store/x28ssv9vv1y1bggc51la94ynlna2rkls-lzip-1.24.1']","/nix/store/8f27mdcjlwjnp9z6x8705807af4jhrah-lzip-1.24.1.drv","cpe:2.3:a:lzip:lzip:1.24.1:*:*:*:*:*:*:*","pkg:nix/lzip@1.24.1","","lzip","1.24.1","https://www.nongnu.org/lzip/lzip.html","False","A lossless data compressor based on the LZMA algorithm","gpl2Plus","GPL-2.0-or-later","laszlo.vasko@outlook.com"
"lzip-1.24.1","lzip","1.24.1","","aarch64-linux","/nix/store/41nmgxc38v31399hnqfy9jrd3266lg3s-lzip-1.24.1","['/nix/store/41nmgxc38v31399hnqfy9jrd3266lg3s-lzip-1.24.1']","/nix/store/g9krm1zmwbq9lhp2qxpffijsky966n8z-lzip-1.24.1.drv","cpe:2.3:a:lzip:lzip:1.24.1:*:*:*:*:*:*:*","pkg:nix/lzip@1.24.1","","lzip","1.24.1","https://www.nongnu.org/lzip/lzip.html","False","A lossless data compressor based on the LZMA algorithm","gpl2Plus","GPL-2.0-or-later","laszlo.vasko@outlook.com"
"lzip-1.24.1.tar.gz","lzip-1.24.1.tar.gz","","","builtin","/nix/store/h5lhn3jfpph22n334j1c64jp2djm2knx-lzip-1.24.1.tar.gz","['/nix/store/h5lhn3jfpph22n334j1c64jp2djm2knx-lzip-1.24.1.tar.gz']","/nix/store/lk7xz55km4sq3xn853kmf656b0dfxqvq-lzip-1.24.1.tar.gz.drv","cpe:2.3:a:lzip-1.24.1.tar.gz:lzip-1.24.1.tar.gz::*:*:*:*:*:*:*","pkg:nix/lzip-1.24.1.tar.gz","https://mirror.easyname.at/nongnu/lzip/lzip-1.24.1.tar.gz","","","","","","","",""
"lzip-1.24.1.tar.gz","lzip-1.24.1.tar.gz","","","aarch64-linux","/nix/store/h5lhn3jfpph22n334j1c64jp2djm2knx-lzip-1.24.1.tar.gz","['/nix/store/h5lhn3jfpph22n334j1c64jp2djm2knx-lzip-1.24.1.tar.gz']","/nix/store/mvjx2hc4vc3935wdfpbynmnzwrpgg8al-lzip-1.24.1.tar.gz.drv","cpe:2.3:a:lzip-1.24.1.tar.gz:lzip-1.24.1.tar.gz::*:*:*:*:*:*:*","pkg:nix/lzip-1.24.1.tar.gz","mirror://savannah/lzip/lzip-1.24.1.tar.gz","","","","","","","",""
"lzma-sys-0.1.20","lzma-sys-0.1.20","","","aarch64-linux","/nix/store/1k5njhbssyd2q2hj9f6idh697dfg4lig-lzma-sys-0.1.20","['/nix/store/1k5njhbssyd2q2hj9f6idh697dfg4lig-lzma-sys-0.1.20']","/nix/store/zsfbw7v1r697mlhxzzkz0wlb6mab01k5-lzma-sys-0.1.20.drv","cpe:2.3:a:lzma-sys-0.1.20:lzma-sys-0.1.20::*:*:*:*:*:*:*","pkg:nix/lzma-sys-0.1.20","","","","","","","","",""
"lzo-2.10","lzo","2.10","","aarch64-linux","/nix/store/fjvln5w9qws3mfppr3yzjzvvgk6lnlms-lzo-2.10","['/nix/store/fjvln5w9qws3mfppr3yzjzvvgk6lnlms-lzo-2.10']","/nix/store/5j124jzd6z2lir5077wknlf5cxyakbd4-lzo-2.10.drv","cpe:2.3:a:lzo_project:lzo:2.10:*:*:*:*:*:*:*","pkg:nix/lzo@2.10","","lzo","2.10","http://www.oberhumer.com/opensource/lzo","False","Real-time data (de)compression library","gpl2Plus","GPL-2.0-or-later",""
"lzo-2.10.tar.gz","lzo-2.10.tar.gz","","","aarch64-linux","/nix/store/dyxwzd4w19giqla96hbdiji3d2x4d0c8-lzo-2.10.tar.gz","['/nix/store/dyxwzd4w19giqla96hbdiji3d2x4d0c8-lzo-2.10.tar.gz']","/nix/store/phbarfz15i6mrvc83x006bx7g83k2xhk-lzo-2.10.tar.gz.drv","cpe:2.3:a:lzo-2.10.tar.gz:lzo-2.10.tar.gz::*:*:*:*:*:*:*","pkg:nix/lzo-2.10.tar.gz","https://www.oberhumer.com/opensource/lzo/download/lzo-2.10.tar.gz","","","","","","","",""
"m4-1.4.19.tar.bz2","m4-1.4.19.tar.bz2","","","builtin","/nix/store/mcayf992diwks293vs12iwx1ywgm4ijg-m4-1.4.19.tar.bz2","['/nix/store/mcayf992diwks293vs12iwx1ywgm4ijg-m4-1.4.19.tar.bz2']","/nix/store/rr4cpsx1w84h2l1h71ch8spcp221kzkr-m4-1.4.19.tar.bz2.drv","cpe:2.3:a:m4-1.4.19.tar.bz2:m4-1.4.19.tar.bz2::*:*:*:*:*:*:*","pkg:nix/m4-1.4.19.tar.bz2","https://ftpmirror.gnu.org/m4/m4-1.4.19.tar.bz2","","","","","","","",""
"m4-1.4.19.tar.bz2","m4-1.4.19.tar.bz2","","","aarch64-linux","/nix/store/mcayf992diwks293vs12iwx1ywgm4ijg-m4-1.4.19.tar.bz2","['/nix/store/mcayf992diwks293vs12iwx1ywgm4ijg-m4-1.4.19.tar.bz2']","/nix/store/s8sa2p2gxvgr51z5p4y088r3s5zm25iq-m4-1.4.19.tar.bz2.drv","cpe:2.3:a:m4-1.4.19.tar.bz2:m4-1.4.19.tar.bz2::*:*:*:*:*:*:*","pkg:nix/m4-1.4.19.tar.bz2","mirror://gnu/m4/m4-1.4.19.tar.bz2","","","","","","","",""
"mach2-0.4.2","mach2-0.4.2","","","aarch64-linux","/nix/store/zx2c7gxs6v9p0kx1sp94maz96cd6wwm1-mach2-0.4.2","['/nix/store/zx2c7gxs6v9p0kx1sp94maz96cd6wwm1-mach2-0.4.2']","/nix/store/j01cr26zmyaxqzb24k9mdas315210xbg-mach2-0.4.2.drv","cpe:2.3:a:mach2-0.4.2:mach2-0.4.2::*:*:*:*:*:*:*","pkg:nix/mach2-0.4.2","","","","","","","","",""
"mailcap-2.1.53","mailcap","2.1.53","","aarch64-linux","/nix/store/01lnzdcy1n8fd9v3r2fgs3f5j3hhagj8-mailcap-2.1.53","['/nix/store/01lnzdcy1n8fd9v3r2fgs3f5j3hhagj8-mailcap-2.1.53']","/nix/store/ab9pcj6qc3alqjh1rym2ss6dbprnxrfi-mailcap-2.1.53.drv","cpe:2.3:a:mailcap:mailcap:2.1.53:*:*:*:*:*:*:*","pkg:nix/mailcap@2.1.53","","mailcap","2.1.53","https://pagure.io/mailcap","False","Helper application and MIME type associations for file types","mit","MIT","c0bw3b@gmail.com"
"mailcap-2.1.53.tar.xz","mailcap-2.1.53.tar.xz","","","aarch64-linux","/nix/store/87yibvyd74bkwmfzxy649vg6jk152h86-mailcap-2.1.53.tar.xz","['/nix/store/87yibvyd74bkwmfzxy649vg6jk152h86-mailcap-2.1.53.tar.xz']","/nix/store/7cj8i9mb0pni9my7pla4nymzb8gg67lf-mailcap-2.1.53.tar.xz.drv","cpe:2.3:a:mailcap-2.1.53.tar.xz:mailcap-2.1.53.tar.xz::*:*:*:*:*:*:*","pkg:nix/mailcap-2.1.53.tar.xz","https://releases.pagure.org/mailcap/mailcap-2.1.53.tar.xz","","","","","","","",""
"make-4.4.1.tar.gz","make-4.4.1.tar.gz","","","builtin","/nix/store/0avnvyc7pkcr4pjqws7hwpy87m6wlnjc-make-4.4.1.tar.gz","['/nix/store/0avnvyc7pkcr4pjqws7hwpy87m6wlnjc-make-4.4.1.tar.gz']","/nix/store/cxh8cwlp0z4a7xl6bk7zsqr7ci1hzdq6-make-4.4.1.tar.gz.drv","cpe:2.3:a:make-4.4.1.tar.gz:make-4.4.1.tar.gz::*:*:*:*:*:*:*","pkg:nix/make-4.4.1.tar.gz","https://ftpmirror.gnu.org/make/make-4.4.1.tar.gz","","","","","","","",""
"make-binary-wrapper-hook","make-binary-wrapper-hook","","","aarch64-linux","/nix/store/dyxsv1dd2s5id2wfi3x9vgysy9m9r0r8-make-binary-wrapper-hook","['/nix/store/dyxsv1dd2s5id2wfi3x9vgysy9m9r0r8-make-binary-wrapper-hook']","/nix/store/1yz3bv8vy69624ngyd2pc1q997l35hv2-make-binary-wrapper-hook.drv","cpe:2.3:a:make-binary-wrapper-hook:make-binary-wrapper-hook::*:*:*:*:*:*:*","pkg:nix/make-binary-wrapper-hook","","make-binary-wrapper-hook","","","False","","","",""
"make-shell-wrapper-hook","make-shell-wrapper-hook","","","aarch64-linux","/nix/store/3gwpln9n6wvfyj14izw0ikaqhj1y8vp1-make-shell-wrapper-hook","['/nix/store/3gwpln9n6wvfyj14izw0ikaqhj1y8vp1-make-shell-wrapper-hook']","/nix/store/f58pxr0gmc3hfkvb0rkkr4iwdx542i29-make-shell-wrapper-hook.drv","cpe:2.3:a:make-shell-wrapper-hook:make-shell-wrapper-hook::*:*:*:*:*:*:*","pkg:nix/make-shell-wrapper-hook","","make-shell-wrapper-hook","","","False","","","",""
"make-shell-wrapper-hook","make-shell-wrapper-hook","","","aarch64-linux","/nix/store/yiipr9ka70ii8n0hba8dhi8glycxq5yh-make-shell-wrapper-hook","['/nix/store/yiipr9ka70ii8n0hba8dhi8glycxq5yh-make-shell-wrapper-hook']","/nix/store/n9q6c0ny8fh0byxbkbbrwby8fw5m2q2x-make-shell-wrapper-hook.drv","cpe:2.3:a:make-shell-wrapper-hook:make-shell-wrapper-hook::*:*:*:*:*:*:*","pkg:nix/make-shell-wrapper-hook","","make-shell-wrapper-hook","","","False","","","",""
"man-db-2.12.0","man-db","2.12.0","/nix/store/spl6s672ix9rfl4mvjaxf7wkpdniix8r-systemwide-man-db-conf.patch","aarch64-linux","/nix/store/a031f8dj3xlp68pv985xziqvvlrf3xf5-man-db-2.12.0","['/nix/store/a031f8dj3xlp68pv985xziqvvlrf3xf5-man-db-2.12.0']","/nix/store/1106bryr44ihdrgyca1fx48a9ibrbfl6-man-db-2.12.0.drv","cpe:2.3:a:man-db_project:man-db:2.12.0:*:*:*:*:*:*:*","pkg:nix/man-db@2.12.0","","man-db","2.12.0","http://man-db.nongnu.org","False","An implementation of the standard Unix documentation system accessed using the man command","gpl2","GPL-2.0",""
"man-db-2.12.0.tar.xz","man-db-2.12.0.tar.xz","","","aarch64-linux","/nix/store/c5hpcw3jcvgc92w8xacb6jk9wy33nj6z-man-db-2.12.0.tar.xz","['/nix/store/c5hpcw3jcvgc92w8xacb6jk9wy33nj6z-man-db-2.12.0.tar.xz']","/nix/store/rzqn7mjcj7v633d2fv6gzsyc8pbazlh9-man-db-2.12.0.tar.xz.drv","cpe:2.3:a:man-db-2.12.0.tar.xz:man-db-2.12.0.tar.xz::*:*:*:*:*:*:*","pkg:nix/man-db-2.12.0.tar.xz","mirror://savannah/man-db/man-db-2.12.0.tar.xz","","","","","","","",""
"mariadb-connector-c-3.3.5","mariadb-connector-c","3.3.5","","aarch64-linux","/nix/store/ca63mqdq7sczmmrgpxh9nwpzgsyaa63h-mariadb-connector-c-3.3.5","['/nix/store/ca63mqdq7sczmmrgpxh9nwpzgsyaa63h-mariadb-connector-c-3.3.5']","/nix/store/ajxr34rz66gxaq7k32bkk2jl06p0k335-mariadb-connector-c-3.3.5.drv","cpe:2.3:a:mariadb-connector-c:mariadb-connector-c:3.3.5:*:*:*:*:*:*:*","pkg:nix/mariadb-connector-c@3.3.5","","mariadb-connector-c","3.3.5","","False","Client library that can be used to connect to MySQL or MariaDB","lgpl21Plus","LGPL-2.1-or-later","mail@glob.in"
