"name","pname","version","patches","system","out","outputs","store_path","cpe","purl","urls","pname_meta","version_meta","meta_homepage","meta_unfree","meta_description","meta_license_short","meta_license_spdxid","meta_maintainers_email"
"bzip2-1.0.8","bzip2","1.0.8","/nix/store/ws73d521m0im6x7nhb0836i51z2yd9dq-bzip2-1.0.6.2-autoconfiscated.patch","aarch64-linux","/nix/store/fgxsgqq9mayp12xhds4g77jwnz53hhm4-bzip2-1.0.8","['/nix/store/fgxsgqq9mayp12xhds4g77jwnz53hhm4-bzip2-1.0.8', '/nix/store/s4d69r766r6y5ivx3ia5gaxzs5wcpww9-bzip2-1.0.8-bin']","/nix/store/b6c7kdy81pz7bqf3y8v3v8j7gvi97l7h-bzip2-1.0.8.drv","cpe:2.3:a:bzip2:bzip2:1.0.8:*:*:*:*:*:*:*","pkg:nix/bzip2@1.0.8","","bzip2","1.0.8","https://www.sourceware.org/bzip2","False","High-quality data compression program","bsdOriginal","BSD-4-Clause","joerg@thalheim.io"
"c-blosc-1.21.5","c-blosc","1.21.5","","aarch64-linux","/nix/store/8ljaj89yg4pad33vjzb2l4d82qpv4mjk-c-blosc-1.21.5","['/nix/store/8ljaj89yg4pad33vjzb2l4d82qpv4mjk-c-blosc-1.21.5']","/nix/store/65q9mjf8cwfs9lnd3s778y88rn6yx5rv-c-blosc-1.21.5.drv","cpe:2.3:a:c-blosc:c-blosc:1.21.5:*:*:*:*:*:*:*","pkg:nix/c-blosc@1.21.5","","c-blosc","1.21.5","https://www.blosc.org","False","A blocking, shuffling and loss-less compression library","bsd3","BSD-3-Clause","code@humanleg.org.uk"
"cfitsio-4.4.0","cfitsio","4.4.0","/nix/store/rz83av0swc5lyfn2lb397wnwbgwsjyi7-darwin-rpath-universal.patch","aarch64-linux","/nix/store/rs23k8a0bp74gypqaniywnhdbywz8ab3-cfitsio-4.4.0","['/nix/store/rs23k8a0bp74gypqaniywnhdbywz8ab3-cfitsio-4.4.0']","/nix/store/f8k9w0bzkzpjr04l1aijkaa6ag7ggcaw-cfitsio-4.4.0.drv","cpe:2.3:a:nasa:cfitsio:4.4.0:*:*:*:*:*:*:*","pkg:nix/cfitsio@4.4.0","","cfitsio","4.4.0","https://heasarc.gsfc.nasa.gov/fitsio/","False","Library for reading and writing FITS data files","mit","MIT","xbreak@alphaware.se;hjones2199@gmail.com"
"coreutils-9.4","coreutils","9.4","","aarch64-linux","/nix/store/ask2ry8k4y0603g95rmcxq0mds2mjcq6-coreutils-9.4","['/nix/store/ask2ry8k4y0603g95rmcxq0mds2mjcq6-coreutils-9.4']","/nix/store/qm8a0p1y1ar8rmpiy5iypmg79l0qfsw3-coreutils-9.4.drv","cpe:2.3:a:gnu:coreutils:9.4:*:*:*:*:*:*:*","pkg:nix/coreutils@9.4","","coreutils","9.4","https://www.gnu.org/software/coreutils/","False","The GNU Core Utilities","gpl3Plus","GPL-3.0-or-later","janne@hess.ooo"
"cracklib-2.9.11","cracklib","2.9.11","","aarch64-linux","/nix/store/1fs2vcs9zywb0xvwnyif1zpa0zw8xi0g-cracklib-2.9.11","['/nix/store/1fs2vcs9zywb0xvwnyif1zpa0zw8xi0g-cracklib-2.9.11']","/nix/store/imaiyryf7bhzrf4j7pdqjh9r57pz4sjx-cracklib-2.9.11.drv","cpe:2.3:a:cracklib:cracklib:2.9.11:*:*:*:*:*:*:*","pkg:nix/cracklib@2.9.11","","cracklib","2.9.11","https://github.com/cracklib/cracklib","False","A library for checking the strength of passwords","lgpl21","LGPL-2.1","jason@oconal.id.au"
"crypto++-8.9.0","crypto++","8.9.0","","aarch64-linux","/nix/store/k0pp73b1cif14if3zn678241k6zk71nr-crypto++-8.9.0","['/nix/store/k0pp73b1cif14if3zn678241k6zk71nr-crypto++-8.9.0']","/nix/store/ryzj7i622wshyspg9yb1h53f4b57ky93-crypto++-8.9.0.drv","cpe:2.3:a:crypto++:crypto++:8.9.0:*:*:*:*:*:*:*","pkg:nix/crypto%2B%2B@8.9.0","","crypto++","8.9.0","https://cryptopp.com/","False","A free C++ class library of cryptographic schemes","boost;publicDomain","BSL-1.0","c0bw3b@gmail.com"
"cryptsetup-2.7.0","cryptsetup","2.7.0","/nix/store/k4j1777n188b27gcb3smyizc7m9a337z-relative-token-path.patch","aarch64-linux","/nix/store/m42b607mkrmqihxxva9pf9rha15kwa99-cryptsetup-2.7.0","['/nix/store/m42b607mkrmqihxxva9pf9rha15kwa99-cryptsetup-2.7.0']","/nix/store/zlwayscaqd2la3hzpjacz1zcjwvw8qk4-cryptsetup-2.7.0.drv","cpe:2.3:a:cryptsetup_project:cryptsetup:2.7.0:*:*:*:*:*:*:*","pkg:nix/cryptsetup@2.7.0","","cryptsetup","2.7.0","https://gitlab.com/cryptsetup/cryptsetup/","False","LUKS for dm-crypt","gpl2","GPL-2.0","ryan@lahfa.xyz"
"curl-8.6.0","curl","8.6.0","","aarch64-linux","/nix/store/r0ba9cj4vknh9lnbrz349sa7ghjilfp0-curl-8.6.0","['/nix/store/r0ba9cj4vknh9lnbrz349sa7ghjilfp0-curl-8.6.0']","/nix/store/9wmmhjaz4w08pcnlynwykks0wp17bydi-curl-8.6.0.drv","cpe:2.3:a:curl:curl:8.6.0:*:*:*:*:*:*:*","pkg:nix/curl@8.6.0","","curl","8.6.0","https://curl.se/","False","A command line tool for transferring files with URL syntax","curl","curl","jason@oconal.id.au"
"db-4.8.30","db","4.8.30","/nix/store/p9dgjffm5l85ssm37ij9r6xb91yzhn40-clang-4.8.patch /nix/store/wbgiyhlnih7pl2d67700940cwf6qp5i8-CVE-2017-10140-4.8-cwd-db_config.patch /nix/store/gamz3ch89qq558irc2m03j6kkj5wjn58-darwin-mutexes-4.8.patch","aarch64-linux","/nix/store/4xgppkhl0irhia7qv1c8fij4s14gim3f-db-4.8.30","['/nix/store/4xgppkhl0irhia7qv1c8fij4s14gim3f-db-4.8.30']","/nix/store/m6pxvsh0pzzi6y4wflb03idv6jknq9v8-db-4.8.30.drv","cpe:2.3:a:db:db:4.8.30:*:*:*:*:*:*:*","pkg:nix/db@4.8.30","","db","4.8.30","https://www.oracle.com/database/technologies/related/berkeleydb.html","False","Berkeley DB","sleepycat","Sleepycat",""
"dns-root-data-2023-11-27","dns-root-data","2023-11-27","","aarch64-linux","/nix/store/rfkfaq8m37niclg9qb8ckxy18jxaggdw-dns-root-data-2023-11-27","['/nix/store/rfkfaq8m37niclg9qb8ckxy18jxaggdw-dns-root-data-2023-11-27']","/nix/store/bi9h368pgd9v7inv0gw8a4j5nv09q1am-dns-root-data-2023-11-27.drv","cpe:2.3:a:dns-root-data:dns-root-data:2023-11-27:*:*:*:*:*:*:*","pkg:nix/dns-root-data@2023-11-27","","dns-root-data","2023-11-27","","False","DNS root data including root zone and DNSSEC key","gpl3Plus","GPL-3.0-or-later","fpletz@fnordicwalking.de;v@cunat.cz"
"elfutils-0.191","elfutils","0.191","/nix/store/wq91spyrsd6c1aqfvm453w9qn9mga79c-debug-info-from-env.patch /nix/store/9lfh9b2b5x2wxscq0kw4k1m61p8yqn9w-fix-aarch64_fregs.patch /nix/store/vg5dsxxj9ayfgn35x0d04sdih8035rr4-musl-asm-ptrace-h.patch /nix/store/hi3j97v910lh9rfr44j9bckj56rm03gd-musl-macros.patch /nix/store/n0q1n3zcig79inm4jbl175pnpsm5axgf-musl-strndupa.patch","aarch64-linux","/nix/store/nkf0mgidf4avdc3z9zh7lbkpp5khdawx-elfutils-0.191","['/nix/store/nkf0mgidf4avdc3z9zh7lbkpp5khdawx-elfutils-0.191']","/nix/store/3vwfwx8b6ilb67c7jixyqb087228byjj-elfutils-0.191.drv","cpe:2.3:a:elfutils_project:elfutils:0.191:*:*:*:*:*:*:*","pkg:nix/elfutils@0.191","","elfutils","0.191","https://sourceware.org/elfutils/","False","A set of utilities to handle ELF objects","gpl2Only;lgpl3Plus;gpl3Plus","GPL-2.0-only;LGPL-3.0-or-later;GPL-3.0-or-later","edolstra+nixpkgs@gmail.com;rtburns@protonmail.com"
"expat-2.6.2","expat","2.6.2","","aarch64-linux","/nix/store/llldhcrcnk7lasva26wqkbbsyk7wkkzg-expat-2.6.2","['/nix/store/llldhcrcnk7lasva26wqkbbsyk7wkkzg-expat-2.6.2']","/nix/store/8gsqrmfd0fz3li378x2hvg24f5w3b6jk-expat-2.6.2.drv","cpe:2.3:a:libexpat:expat:2.6.2:*:*:*:*:*:*:*","pkg:nix/expat@2.6.2","","expat","2.6.2","https://libexpat.github.io/","False","A stream-oriented XML parser library written in C","mit","MIT",""
"find-xml-catalogs-hook","find-xml-catalogs-hook","","","aarch64-linux","/nix/store/7h534pk33dqnbrcrwlj9m81fmq1rmh44-find-xml-catalogs-hook","['/nix/store/7h534pk33dqnbrcrwlj9m81fmq1rmh44-find-xml-catalogs-hook']","/nix/store/9i8660snszqcnf4q6ybhzw0m1g9bhjmx-find-xml-catalogs-hook.drv","cpe:2.3:a:find-xml-catalogs-hook:find-xml-catalogs-hook::*:*:*:*:*:*:*","pkg:nix/find-xml-catalogs-hook","","find-xml-catalogs-hook","","","False","","","",""
"freexl-2.0.0","freexl","2.0.0","","aarch64-linux","/nix/store/hhrjmdl13d22a7fa99klpg3y8gysri76-freexl-2.0.0","['/nix/store/hhrjmdl13d22a7fa99klpg3y8gysri76-freexl-2.0.0']","/nix/store/7c7spaavw4f7apys6ijmkh9y9lnnr1n2-freexl-2.0.0.drv","cpe:2.3:a:freexl:freexl:2.0.0:*:*:*:*:*:*:*","pkg:nix/freexl@2.0.0","","freexl","2.0.0","https://www.gaia-gis.it/fossil/freexl","False","A library to extract valid data from within an Excel (.xls) spreadsheet","gpl2Plus;lgpl21Plus;mpl11","GPL-2.0-or-later;LGPL-2.1-or-later;MPL-1.1","sikmir@disroot.org"
"gcc-13.2.0","gcc","13.2.0","/nix/store/9577hmdlmhki67cg8ar85cvidyg7xr7p-gcc-12-no-sys-dirs.patch /nix/store/7x6bimj6ipi6ag859gi2fc6by87x37j7-no-sys-dirs-riscv.patch /nix/store/xpplvxiwb4li2qd5nvhyd2mngrpna0ya-mangle-NIX_STORE-in-__FILE__.patch /nix/store/632b0y5mkcdwbsw2g3xh5qznw2vv5axr-ppc-musl.patch /nix/store/g1sn1rmgwdl4s2xymw7zxflzx6y9y0fm-ICE-PR110280.patch","aarch64-linux","/nix/store/8y16aj4mk0rbck2hlg538322d5r1gi7m-gcc-13.2.0","['/nix/store/d1yb0arh6k658anwsgl8d5sks6zcqrgm-gcc-13.2.0-libgcc', '/nix/store/i578g2ws943hl9crhapvy35l6j662xpj-gcc-13.2.0-lib']","/nix/store/k7s4lhn403c15mdk6ldkzz0q2r5iy4cd-gcc-13.2.0.drv","cpe:2.3:a:gcc:gcc:13.2.0:*:*:*:*:*:*:*","pkg:nix/gcc@13.2.0","","gcc","13.2.0","https://gcc.gnu.org","False","GNU Compiler Collection, version 13.2.0","gpl3Plus","GPL-3.0-or-later","alejandrosanchzmedina@gmail.com;artturin@artturin.com;emily+nix@downunderctf.com;John.Ericson@Obsidian.Systems;hello+nixpkgs@j-k.io;bensiraphob@gmail.com"
"gdal-3.8.5","gdal","3.8.5","/nix/store/yl2s0arf7zzi2f74bfdqihqm3d1ihjy3-ca2eb4130750b0e6365f738a5f8ff77081f5c5bb.patch","aarch64-linux","/nix/store/97psfgwxbx6x4vk9z5nl13csbqh6dkap-gdal-3.8.5","['/nix/store/97psfgwxbx6x4vk9z5nl13csbqh6dkap-gdal-3.8.5']","/nix/store/7hnd09swkd0vl4l1zlkyv27v80ya871p-gdal-3.8.5.drv","cpe:2.3:a:gdal:gdal:3.8.5:*:*:*:*:*:*:*","pkg:nix/gdal@3.8.5","","gdal","3.8.5","https://www.gdal.org/","False","Translator library for raster geospatial data formats","mit","MIT","ivan.mincik@gmail.com;victor@engmark.name;mail@nh2.me;nikolasovaskainen@gmail.com;sikmir@disroot.org;marco-oweber@gmx.de;rschuetz17@gmail.com"
"gdbm-1.23","gdbm","1.23","","aarch64-linux","/nix/store/53vxg1ahx4yl4f2yn7bikzxl0bw5f13w-gdbm-1.23","['/nix/store/53vxg1ahx4yl4f2yn7bikzxl0bw5f13w-gdbm-1.23']","/nix/store/idd4bzrlmywp9gfgswqpx5356pd3ix73-gdbm-1.23.drv","cpe:2.3:a:gdbm:gdbm:1.23:*:*:*:*:*:*:*","pkg:nix/gdbm@1.23","","gdbm","1.23","https://www.gnu.org/software/gdbm/","False","GNU dbm key/value database library","gpl3Plus","GPL-3.0-or-later","rahul@gopinath.org"
"geos-3.12.1","geos","3.12.1","","aarch64-linux","/nix/store/751r0abxrdn4ddib1s66c4r4biq91chc-geos-3.12.1","['/nix/store/751r0abxrdn4ddib1s66c4r4biq91chc-geos-3.12.1']","/nix/store/crj6z6l5vb7h0i938fc9g268sncyarvc-geos-3.12.1.drv","cpe:2.3:a:geos:geos:3.12.1:*:*:*:*:*:*:*","pkg:nix/geos@3.12.1","","geos","3.12.1","https://libgeos.org","False","C/C++ library for computational geometry with a focus on algorithms used in geographic information systems (GIS) software","lgpl21Only","LGPL-2.1-only","nixpkgs@raphael.dasgupta.ch;ivan.mincik@gmail.com;mail@nh2.me;nikolasovaskainen@gmail.com;sikmir@disroot.org"
"getent-glibc-2.39-5","getent-glibc-2.39-5","","","aarch64-linux","/nix/store/6cz4pz82j074wjn5b5mgksnffirfacm9-getent-glibc-2.39-5","['/nix/store/6cz4pz82j074wjn5b5mgksnffirfacm9-getent-glibc-2.39-5']","/nix/store/ww3xvfwk6jz9cafxd023yp6i4ayvqpbd-getent-glibc-2.39-5.drv","cpe:2.3:a:getent-glibc-2.39-5:getent-glibc-2.39-5::*:*:*:*:*:*:*","pkg:nix/getent-glibc-2.39-5","","getent-glibc","2.39-5","","False","","","",""
"gfortran-13.2.0","gfortran","13.2.0","/nix/store/9577hmdlmhki67cg8ar85cvidyg7xr7p-gcc-12-no-sys-dirs.patch /nix/store/7x6bimj6ipi6ag859gi2fc6by87x37j7-no-sys-dirs-riscv.patch /nix/store/xpplvxiwb4li2qd5nvhyd2mngrpna0ya-mangle-NIX_STORE-in-__FILE__.patch /nix/store/bx3k6fjl3jx85c1w28ng73gdwka0kbpz-gcc-12-gfortran-driving.patch /nix/store/632b0y5mkcdwbsw2g3xh5qznw2vv5axr-ppc-musl.patch /nix/store/g1sn1rmgwdl4s2xymw7zxflzx6y9y0fm-ICE-PR110280.patch","aarch64-linux","/nix/store/v8c6ggmr9yif7pjy9ic7q7vm87c4dg2v-gfortran-13.2.0","['/nix/store/3mzqcwvfbf2gwqgl680hgkv1980dk9q7-gfortran-13.2.0-libgcc', '/nix/store/qb13iv237pa7ly8sxwkv94r4hmim35ad-gfortran-13.2.0-lib']","/nix/store/8a5clvspsfz4fmvqycgilx32k1aqzzmd-gfortran-13.2.0.drv","cpe:2.3:a:gfortran:gfortran:13.2.0:*:*:*:*:*:*:*","pkg:nix/gfortran@13.2.0","","","","","","","","",""
"giflib-5.2.2","giflib","5.2.2","/nix/store/p1980d0fdsgdjdkpdrjjxspqhq7dlv70-CVE-2021-40633.patch","aarch64-linux","/nix/store/v5a2sk5isfjw9vjrh9wyqwkcd154bnn9-giflib-5.2.2","['/nix/store/v5a2sk5isfjw9vjrh9wyqwkcd154bnn9-giflib-5.2.2']","/nix/store/n56gz59w8b4kchwj03y70l20lkf0c4ff-giflib-5.2.2.drv","cpe:2.3:a:giflib_project:giflib:5.2.2:*:*:*:*:*:*:*","pkg:nix/giflib@5.2.2","","giflib","5.2.2","https://giflib.sourceforge.net/","False","A library for reading and writing gif images","mit","MIT",""
